Regulation	O
of	O
connexin32	B-Protein
and	O
connexin43	B-Protein
gene	O
expression	O
by	O
DNA	O
methylation	O
in	O
rat	O
liver	O
cells	O
.	O

Gap	O
junction	O
proteins	O
(	O
connexins	O
)	O
are	O
expressed	O
in	O
a	O
cell	O
-	O
specific	O
manner	O
and	O
expression	O
is	O
often	O
reduced	O
in	O
neoplastic	O
cells	O
.	O

We	O
investigated	O
the	O
mechanisms	O
of	O
connexin32	B-Protein
(	O
Cx32	B-Protein
)	O
and	O
connexin43	B-Protein
(	O
Cx43	B-Protein
)	O
expression	O
in	O
hepatic	O
cells	O
using	O
MH1C1	O
rat	O
hepatoma	O
cells	O
and	O
freshly	O
isolated	O
,	O
adult	O
rat	O
hepatocytes	O
that	O
express	O
Cx32	B-Protein
but	O
not	O
Cx43	B-Protein
and	O
WB	O
-	O
F344	O
rat	O
liver	O
epithelial	O
cells	O
that	O
express	O
Cx43	B-Protein
but	O
not	O
Cx32	B-Protein
.	O

Southern	O
blotting	O
after	O
DNA	O
restriction	O
with	O
MspI	B-Protein
and	O
HpaII	B-Protein
indicated	O
that	O
two	O
MspI	B-Protein
/	O
HpaII	B-Protein
restriction	O
sites	O
in	O
the	O
Cx32	B-Protein
promoter	O
(	O
positions	O
-	O
147	O
and	O
-	O
847	O
)	O
were	O
methylated	O
in	O
WB	O
-	O
F344	O
cells	O
,	O
but	O
not	O
in	O
MH1C1	O
cells	O
or	O
hepatocytes	O
.	O

In	O
contrast	O
,	O
an	O
MspI	B-Protein
/	O
HpaII	B-Protein
restriction	O
site	O
in	O
the	O
Cx43	B-Protein
promoter	O
(	O
position	O
-	O
38	O
)	O
was	O
methylated	O
in	O
MH1C1	O
cells	O
,	O
but	O
not	O
in	O
WB	O
-	O
F344	O
cells	O
or	O
hepatocytes	O
.	O

Transient	O
transfection	O
of	O
the	O
cell	O
lines	O
with	O
connexin	O
promoter	O
-	O
luciferase	B-Protein
constructs	O
indicated	O
that	O
the	O
Cx32	B-Protein
promoter	O
was	O
7	O
-	O
fold	O
more	O
active	O
in	O
MH1C1	O
cells	O
and	O
the	O
Cx43	B-Protein
promoter	O
was	O
5	O
-	O
fold	O
more	O
active	O
in	O
WB	O
-	O
F344	O
cells	O
.	O

These	O
results	O
suggest	O
that	O
transcription	O
of	O
Cx32	B-Protein
and	O
Cx43	B-Protein
in	O
hepatic	O
cells	O
is	O
controlled	O
by	O
promoter	O
methylation	O
and	O
by	O
cell	O
-	O
specific	O
transcription	O
factors	O
.	O

Similar	O
mechanisms	O
may	O
be	O
involved	O
in	O
the	O
reduced	O
expression	O
of	O
these	O
genes	O
frequently	O
observed	O
in	O
neoplastic	O
cells	O
.	O

CheY	B-Protein
-	O
dependent	O
methylation	O
of	O
the	O
asparagine	O
receptor	O
,	O
McpB	B-Protein
,	O
during	O
chemotaxis	O
in	O
Bacillus	O
subtilis	O
.	O

For	O
the	O
Gram	O
-	O
positive	O
organism	O
Bacillus	O
subtilis	O
,	O
chemotaxis	O
to	O
the	O
attractant	O
asparagine	O
is	O
mediated	O
by	O
the	O
chemoreceptor	O
McpB	B-Protein
.	O

In	O
this	O
study	O
,	O
we	O
show	O
that	O
rapid	O
net	O
demethylation	O
of	O
B	O
.	O
subtilis	O
McpB	B-Protein
results	O
in	O
the	O
immediate	O
production	O
of	O
methanol	O
,	O
presumably	O
due	O
to	O
the	O
action	O
of	O
CheB	B-Protein
.	O

We	O
also	O
show	O
that	O
net	O
demethylation	O
of	O
McpB	B-Protein
occurs	O
upon	O
both	O
addition	O
and	O
removal	O
of	O
asparagine	O
.	O

After	O
each	O
demethylation	O
event	O
,	O
McpB	B-Protein
is	O
remethylated	O
to	O
nearly	O
prestimulus	O
levels	O
.	O

Both	O
remethylation	O
events	O
are	O
attributable	O
to	O
CheR	B-Protein
using	O
S	O
-	O
adenosylmethionine	O
as	O
a	O
substrate	O
.	O

Therefore	O
,	O
no	O
methyl	O
transfer	O
to	O
an	O
intermediate	O
carrier	O
need	O
be	O
postulated	O
to	O
occur	O
during	O
chemotaxis	O
in	O
B	O
.	O
subtilis	O
as	O
was	O
previously	O
suggested	O
.	O

Furthermore	O
,	O
we	O
show	O
that	O
the	O
remethylation	O
of	O
asparagine	O
-	O
bound	O
McpB	B-Protein
requires	O
the	O
response	O
regulator	O
,	O
CheY	B-Protein
-	O
P	O
,	O
suggesting	O
that	O
CheY	B-Protein
-	O
P	O
acts	O
in	O
a	O
feedback	O
mechanism	O
to	O
facilitate	O
adaptation	O
to	O
positive	O
stimuli	O
during	O
chemotaxis	O
in	O
B	O
.	O
subtilis	O
.	O

This	O
hypothesis	O
is	O
supported	O
by	O
two	O
observations	O
:	O
a	O
cheRBCD	B-Protein
mutant	O
is	O
capable	O
of	O
transient	O
excitation	O
and	O
subsequent	O
oscillations	O
that	O
bring	O
the	O
flagellar	O
rotational	O
bias	O
below	O
the	O
prestimulus	O
value	O
in	O
the	O
tethered	O
cell	O
assay	O
,	O
and	O
the	O
cheRBCD	B-Protein
mutant	O
is	O
capable	O
of	O
swarming	O
in	O
a	O
Tryptone	O
swarm	O
plate	O
.	O

Transglycosylation	O
reactions	O
of	O
Bacillus	O
stearothermophilus	O
maltogenic	B-Protein
amylase	I-Protein
with	O
acarbose	O
and	O
various	O
acceptors	O
.	O

It	O
was	O
observed	O
that	O
Bacillus	O
stearothermophilus	O
maltogenic	B-Protein
amylase	I-Protein
cleaved	O
the	O
first	O
glycosidic	O
bond	O
of	O
acarbose	O
to	O
produce	O
glucose	O
and	O
a	O
pseudotrisaccharide	O
(	O
PTS	O
)	O
that	O
was	O
transferred	O
to	O
C	O
-	O
6	O
of	O
the	O
glucose	O
to	O
give	O
an	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
6	O
)	O
glycosidic	O
linkage	O
and	O
the	O
formation	O
of	O
isoacarbose	O
.	O

The	O
addition	O
of	O
a	O
number	O
of	O
different	O
carbohydrates	O
to	O
the	O
digest	O
gave	O
transfer	O
products	O
in	O
which	O
PTS	O
was	O
primarily	O
attached	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
6	O
)	O
to	O
D	O
-	O
glucose	O
,	O
D	O
-	O
mannose	O
,	O
D	O
-	O
galactose	O
,	O
and	O
methyl	O
alpha	O
-	O
D	O
-	O
glucopyranoside	O
.	O

With	O
D	O
-	O
fructopyranose	O
and	O
D	O
-	O
xylopyranose	O
,	O
PTS	O
was	O
linked	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
5	O
)	O
and	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
4	O
)	O
,	O
respectively	O
.	O

PTS	O
was	O
primarily	O
transferred	O
to	O
C	O
-	O
6	O
of	O
the	O
nonreducing	O
residue	O
of	O
maltose	O
,	O
cellobiose	O
,	O
lactose	O
,	O
and	O
gentiobiose	O
.	O

Lesser	O
amounts	O
of	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
3	O
)	O
and	O
/	O
or	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
4	O
)	O
transfer	O
products	O
were	O
also	O
observed	O
for	O
these	O
carbohydrate	O
acceptors	O
.	O

The	O
major	O
transfer	O
product	O
to	O
sucrose	O
gave	O
PTS	O
linked	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
4	O
)	O
to	O
the	O
glucose	O
residue	O
.	O
alpha	O
,	O
alpha	O
-	O
Trehalose	O
gave	O
two	O
major	O
products	O
with	O
PTS	O
linked	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
6	O
)	O
and	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
4	O
)	O
.	O

Maltitol	O
gave	O
two	O
major	O
products	O
with	O
PTS	O
linked	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
6	O
)	O
and	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
4	O
)	O
to	O
the	O
glucopyranose	O
residue	O
.	O

Raffinose	O
gave	O
two	O
major	O
products	O
with	O
PTS	O
linked	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
6	O
)	O
and	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
4	O
)	O
to	O
the	O
D	O
-	O
galactopyranose	O
residue	O
.	O

Maltotriose	O
gave	O
two	O
major	O
products	O
with	O
PTS	O
linked	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
6	O
)	O
and	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
4	O
)	O
to	O
the	O
nonreducing	O
end	O
glucopyranose	O
residue	O
.	O

Xylitol	O
gave	O
PTS	O
linked	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
5	O
)	O
as	O
the	O
major	O
product	O
and	O
D	O
-	O
glucitol	O
gave	O
PTS	O
linked	O
alpha	O
-	O
(	O
1	O
-	O
-	O
>	O
6	O
)	O
as	O
the	O
only	O
product	O
.	O

The	O
structures	O
of	O
the	O
transfer	O
products	O
were	O
determined	O
using	O
thin	O
-	O
layer	O
chromatography	O
,	O
high	O
-	O
performance	O
ion	O
chromatography	O
,	O
enzyme	O
hydrolysis	O
,	O
methylation	O
analysis	O
and	O
13C	O
NMR	O
spectroscopy	O
.	O

The	O
best	O
acceptor	O
was	O
gentiobiose	O
,	O
followed	O
closely	O
by	O
maltose	O
and	O
cellobiose	O
,	O
and	O
the	O
weakest	O
acceptor	O
was	O
D	O
-	O
glucitol	O
.	O

A	O
Plasmodium	O
chabaudi	O
chabaudi	O
high	O
molecular	O
mass	O
glycoprotein	O
translocated	O
to	O
the	O
host	O
cell	O
membrane	O
by	O
a	O
non	O
-	O
classical	O
secretory	O
pathway	O
.	O

We	O
have	O
purified	O
and	O
characterized	O
a	O
novel	O
high	O
molecular	O
mass	O
glycoprotein	O
of	O
P	O
.	O
chabaudi	O
chabaudi	O
(	O
Pc550gp	B-Protein
)	O
that	O
is	O
transported	O
to	O
the	O
erythrocyte	O
membrane	O
during	O
the	O
intraerythrocytic	O
cycle	O
.	O

Immuno	O
fluorescence	O
assays	O
with	O
polyclonal	O
monospecific	O
antibodies	O
against	O
Pc550gp	B-Protein
show	O
that	O
the	O
