Selegiline	S-Chemical
-	O
induced	O
postural	O
hypotension	O
in	O
Parkinson	O
'	O
s	O
disease	O
:	O
a	O
longitudinal	O
study	O
on	O
the	O
effects	O
of	O
drug	O
withdrawal	O
.	O

OBJECTIVES	O
:	O
The	O
United	O
Kingdom	O
Parkinson	O
'	O
s	O
Disease	O
Research	O
Group	O
(	O
UKPDRG	O
)	O
trial	O
found	O
an	O
increased	O
mortality	O
in	O
patients	O
with	O
Parkinson	O
'	O
s	O
disease	O
(	O
PD	O
)	O
randomized	O
to	O
receive	O
10	O
mg	O
selegiline	S-Chemical
per	O
day	O
and	O
L	B-Chemical
-	I-Chemical
dopa	E-Chemical
compared	O
with	O
those	O
taking	O
L	B-Chemical
-	I-Chemical
dopa	E-Chemical
alone	O
.	O

Recently	O
,	O
we	O
found	O
that	O
therapy	O
with	O
selegiline	S-Chemical
and	O
L	B-Chemical
-	I-Chemical
dopa	E-Chemical
was	O
associated	O
with	O
selective	O
systolic	O
orthostatic	O
hypotension	O
which	O
was	O
abolished	O
by	O
withdrawal	O
of	O
selegiline	S-Chemical
.	O

This	O
unwanted	O
effect	O
on	O
postural	O
blood	O
pressure	O
was	O
not	O
the	O
result	O
of	O
underlying	O
autonomic	O
failure	O
.	O

The	O
aims	O
of	O
this	O
study	O
were	O
to	O
confirm	O
our	O
previous	O
findings	O
in	O
a	O
separate	O
cohort	O
of	O
patients	O
and	O
to	O
determine	O
the	O
time	O
course	O
of	O
the	O
cardiovascular	O
consequences	O
of	O
stopping	O
selegiline	S-Chemical
in	O
the	O
expectation	O
that	O
this	O
might	O
shed	O
light	O
on	O
the	O
mechanisms	O
by	O
which	O
the	O
drug	O
causes	O
orthostatic	O
hypotension	O
.	O

METHODS	O
:	O
The	O
cardiovascular	O
responses	O
to	O
standing	O
and	O
head	O
-	O
up	O
tilt	O
were	O
studied	O
repeatedly	O
in	O
PD	O
patients	O
receiving	O
selegiline	S-Chemical
and	O
as	O
the	O
drug	O
was	O
withdrawn	O
.	O

RESULTS	O
:	O
Head	O
-	O
up	O
tilt	O
caused	O
systolic	O
orthostatic	O
hypotension	O
which	O
was	O
marked	O
in	O
six	O
of	O
20	O
PD	O
patients	O
on	O
selegiline	S-Chemical
,	O
one	O
of	O
whom	O
lost	O
consciousness	O
with	O
unrecordable	O
blood	O
pressures	O
.	O

A	O
lesser	O
degree	O
of	O
orthostatic	O
hypotension	O
occurred	O
with	O
standing	O
.	O

Orthostatic	O
hypotension	O
was	O
ameliorated	O
4	O
